engine_id,true_rul,MC dropout lower,MC dropout upper,MC dropout + conformal (adaptive) lower,MC dropout + conformal (adaptive) upper,MC dropout + conformal (absolute) lower,MC dropout + conformal (absolute) upper,Deep ensemble lower,Deep ensemble upper,Deep ensemble + conformal (adaptive) lower,Deep ensemble + conformal (adaptive) upper,Deep ensemble + conformal (absolute) lower,Deep ensemble + conformal (absolute) upper,Quantile regression lower,Quantile regression upper,Quantile regression + CQR lower,Quantile regression + CQR upper
40,28.0,26.157116,41.12044,13.755692373584228,53.52186499946265,2.7227249145507812,64.5548324584961,32.17907,37.322685,23.071230494326812,46.430524266415375,5.229652404785156,64.27210235595703,17.762454986572266,55.49441909790039,15.25540542602539,58.001468658447266
41,18.0,26.361115,41.99901,13.4006162765101,54.95950640415396,3.264007568359375,65.09611511230469,25.0144,34.85722,7.5856542660973005,52.285965912125356,0.4145851135253906,59.457035064697266,17.733470916748047,55.81793212890625,15.226421356201172,58.324981689453125
42,10.0,10.911928,21.781023,1.9037540872216052,30.78919711517097,-14.569578170776367,47.262529373168945,6.794796,17.547602,-12.245271097242203,36.58766878706154,-17.35002613067627,41.692423820495605,10.048481941223145,38.27272033691406,7.5414323806762695,40.77976989746094
43,59.0,58.75655,77.09076,43.5613830265533,92.28592227129826,37.007598876953125,98.83970642089844,52.243027,80.22844,2.6890570204103454,129.78240904404277,36.714508056640625,95.7569580078125,41.020538330078125,96.66635131835938,38.51348876953125,99.17340087890625
44,109.0,91.984665,120.416824,68.4204400793858,143.9810491784267,75.2846908569336,137.1167984008789,88.06229,107.77736,53.15265736078596,142.68698802495624,68.39859771728516,127.44104766845703,60.626373291015625,124.30272674560547,58.11932373046875,126.80977630615234
45,114.0,73.47446,96.73033,54.2002742846288,116.00451392337902,54.18634033203125,116.01844787597656,65.708466,97.033875,10.240367577632327,152.5019725102583,51.849945068359375,110.89239501953125,49.642860412597656,110.46708679199219,47.13581085205078,112.97413635253906
46,47.0,32.21283,50.499878,17.056747235784382,65.65596028374686,10.440299987792969,72.27240753173828,28.86042,59.479073,-25.35623229370681,113.69572509155837,14.648521423339844,73.69097137451172,23.507291793823242,64.12026977539062,21.000242233276367,66.6273193359375
47,125.0,97.88819,126.64391,74.05579672808796,150.47630776409954,81.3499984741211,143.1821060180664,101.46835,122.08858,64.95597459465736,158.60095594733482,82.25724029541016,141.29969024658203,77.91517639160156,146.32611083984375,75.40812683105469,148.83316040039062
48,92.0,93.49692,121.8922,69.9632475383109,145.42586684157192,76.77850341796875,138.61061096191406,94.366234,120.285286,48.47118888563684,166.18033088975378,77.80453491210938,136.84698486328125,80.63755798339844,150.2901611328125,78.13050842285156,152.79721069335938
49,21.0,15.621416,28.479277,4.964976526818596,39.13571622220484,-8.865707397460938,52.966400146484375,18.647655,22.3195,12.145899431614646,28.821256024928324,-9.037647247314453,50.00480270385742,9.859102249145508,38.44208526611328,7.352052688598633,40.949134826660156
50,79.0,67.75969,91.90588,47.747616056117025,111.91795706400016,48.91673278808594,110.74884033203125,69.31331,94.56009,24.6086678057195,139.26473002142893,52.41547393798828,111.45792388916016,56.60727310180664,118.57583618164062,54.100223541259766,121.0828857421875
51,114.0,81.39155,102.32058,64.04582857779042,119.66629910775646,60.94001007080078,122.7721176147461,80.32757,115.797295,17.521069558588906,178.60379311230952,68.54120635986328,127.58365631103516,78.54615783691406,148.284912109375,76.03910827636719,150.79196166992188
52,29.0,26.777538,43.4919,12.924875124209308,57.34456457305632,4.218666076660156,66.05077362060547,32.14807,37.235542,23.13965346451624,46.24396012190954,5.170581817626953,64.21303176879883,18.848243713378906,53.19001770019531,16.34119415283203,55.69706726074219
53,26.0,22.500793,40.606014,7.495406307994315,55.61140140074592,0.6373500823974609,62.46945762634277,27.576614,32.278152,19.25156685243541,40.603199993267715,0.406158447265625,59.4486083984375,17.80095100402832,51.47804260253906,15.293901443481445,53.98509216308594
54,97.0,95.75449,126.499535,70.27337386986238,151.98065445045012,80.2109603881836,142.0430679321289,105.36186,120.33545,78.84804709778503,146.84926430358217,83.32743072509766,142.36988067626953,72.49870300292969,135.76736450195312,69.99165344238281,138.2744140625
55,125.0,95.36574,122.910904,72.53663352384436,145.74000832185877,78.2222671508789,140.05437469482422,95.8757,113.57686,64.53214299576149,144.9204174290432,75.2050552368164,134.24750518798828,67.47978210449219,131.76806640625,64.97273254394531,134.27511596679688
56,15.0,9.7582,22.624392,-0.9051456401839495,33.28773688774254,-14.72475814819336,47.10734939575195,12.5237875,22.426472,-5.010963550877527,39.96122371323104,-12.04609489440918,46.996355056762695,7.251642227172852,32.21929931640625,4.744592666625977,34.726348876953125
57,103.0,97.529175,127.08856,73.03071238615789,151.58702443024836,81.39281463623047,143.22492218017578,92.92877,121.737,41.917850602282655,172.74792088209233,77.81166076660156,136.85411071777344,71.14279174804688,138.84576416015625,68.6357421875,141.35281372070312
58,37.0,38.054863,56.420868,22.833336918969394,71.6423939770267,16.32181167602539,78.1539192199707,32.685432,57.843002,-11.861240823111565,102.38967557652953,15.742992401123047,74.78544235229492,29.02142333984375,76.20703125,26.514373779296875,78.71408081054688
59,114.0,93.32041,124.73986,67.28034818789105,150.77992402890584,78.11408233642578,139.9461898803711,108.10102,120.72848,85.74150412422402,143.0879941667916,84.89352416992188,143.93597412109375,78.07127380371094,143.1121368408203,75.56422424316406,145.6191864013672
60,100.0,103.704285,134.47408,78.20264461834793,159.97571536700363,88.17312622070312,150.00523376464844,115.52746,119.61375,108.29185004443217,126.84935478955221,88.04937744140625,147.09182739257812,79.62295532226562,149.66355895996094,77.11590576171875,152.1706085205078
61,21.0,21.621666,36.851463,8.999396671998777,49.47373260046216,-1.6794891357421875,60.152618408203125,14.741235,32.050465,-15.908333044199338,62.700031500009885,-6.125375747680664,52.91707420349121,14.379426002502441,48.18646240234375,11.872376441955566,50.693511962890625
62,54.0,33.20035,54.087177,15.889600396833625,71.39792859486559,12.727710723876953,74.55981826782227,40.190914,51.740437,19.740089744495087,72.19126096351272,16.44445037841797,75.48690032958984,28.781139373779297,73.65689086914062,26.274089813232422,76.1639404296875
63,72.0,69.52217,91.249176,51.51508842256639,109.25625862333204,49.46961975097656,111.30172729492188,77.97643,89.59745,57.399009397013494,110.17487365962714,54.265716552734375,113.30816650390625,54.69907760620117,115.51710510253906,52.1920280456543,118.02415466308594
64,28.0,23.84635,37.140312,12.828474899430567,48.15818510423154,-0.42272377014160156,61.40938377380371,21.149242,32.4701,1.1033213222831293,52.51602148167195,-2.7115535736083984,56.33089637756348,14.350051879882812,49.272804260253906,11.843002319335938,51.77985382080078
65,125.0,106.3539,134.13768,83.32703270288876,157.16454444554876,89.3297348022461,151.1618423461914,116.99433,124.84063,103.10083094683701,138.734129990663,91.39625549316406,150.43870544433594,81.1102294921875,147.2200927734375,78.60317993164062,149.72714233398438
66,14.0,10.866476,23.084482,0.7403418886047604,33.210616363348365,-13.940574645996094,47.89153289794922,14.578085,18.034773,8.457303840396232,24.155553978207283,-13.21479606628418,45.827653884887695,8.339228630065918,29.89733123779297,5.832179069519043,32.404380798339844
67,77.0,107.84666,136.10667,84.4250978625598,159.52824076048708,91.06061553955078,152.8927230834961,118.01911,124.61904,106.33255755007058,136.30559552610129,91.7978515625,150.84030151367188,81.66810607910156,150.3963623046875,79.16105651855469,152.90341186523438
68,8.0,10.468301,24.35072,-1.0372792755357345,35.85629859316269,-13.50654411315918,48.32556343078613,12.078256,17.843052,1.870492750155048,28.050813859952374,-14.560571670532227,44.48187828063965,6.828778266906738,27.04433250427246,4.321728706359863,29.551382064819336
69,121.0,106.50311,138.1097,80.3079706879409,164.30483753959817,91.39035034179688,153.2224578857422,112.73255,129.87239,82.3829261503074,160.2220085420754,91.78124237060547,150.82369232177734,81.11437225341797,149.75990295410156,78.6073226928711,152.26695251464844
70,94.0,85.62194,110.33112,65.14327153169069,130.80979243315306,67.06047821044922,128.89258575439453,80.0217,107.173615,31.943617385715406,155.2516951142846,64.07643127441406,123.11888122558594,67.52783203125,134.684814453125,65.02078247070312,137.19186401367188
71,118.0,92.961006,120.40392,70.21664701198178,143.148282187237,75.76641082763672,137.59851837158203,101.477356,124.14703,61.3360195283317,164.2883701201058,83.29096984863281,142.3334197998047,82.55014038085938,151.97865295410156,80.0430908203125,154.48570251464844
72,50.0,73.359314,93.247345,56.87634440852811,109.73031452701876,52.38727569580078,114.2193832397461,72.21072,83.63123,51.98833398626089,103.85361547662973,48.399749755859375,107.44219970703125,56.71933364868164,120.99819946289062,54.212284088134766,123.5052490234375
73,125.0,83.71901,109.88515,62.032823873364016,131.57133262077662,65.88602447509766,127.71813201904297,94.492714,113.864586,60.19080474996952,148.16649505471798,74.65742492675781,133.6998748779297,65.71736145019531,128.1161651611328,63.21031188964844,130.6232147216797
74,125.0,98.64221,127.33867,74.85892540894054,151.12195532836415,82.07438659667969,143.906494140625,106.58097,116.12211,89.68642503374451,133.0166541898883,81.83031463623047,140.87276458740234,76.68533325195312,145.63427734375,74.17828369140625,148.14132690429688
75,113.0,81.04729,106.514114,59.94068027462354,127.62072109256397,62.864646911621094,124.6967544555664,76.07482,104.146034,26.368941960644094,153.85191375224653,60.589202880859375,119.63165283203125,61.6500129699707,124.54672241210938,59.14296340942383,127.05377197265625
76,10.0,6.7272964,19.788475,-4.09765130948756,30.613423175332287,-17.658167839050293,44.17393970489502,7.8866205,13.960729,-2.8688444050993382,24.716193571969455,-18.59755039215088,40.444899559020996,3.41999888420105,17.395904541015625,0.9129493236541748,19.9029541015625
77,34.0,26.933083,45.125908,11.855088239657526,60.2039022388581,5.113441467285156,66.94554901123047,24.311537,37.48652,0.9825029855898002,60.81555457056254,1.3778038024902344,60.42025375366211,25.642436981201172,70.042724609375,23.135387420654297,72.54977416992188
78,107.0,105.65041,137.20213,79.50073483060994,163.35180423189007,90.51021575927734,152.34232330322266,119.742325,125.83731,108.949873917635,136.6297617024822,93.26859283447266,152.31104278564453,81.96492004394531,146.99139404296875,79.45787048339844,149.49844360351562
79,63.0,95.23272,118.24441,76.16090389773993,137.31622317745538,75.822509765625,137.6546173095703,78.207184,124.80191,-4.298416463231632,207.30751070151288,71.98332214355469,131.02577209472656,62.84244918823242,126.74946594238281,60.33539962768555,129.2565155029297
80,90.0,90.85085,114.73768,71.05373855862169,134.53479293551894,71.87821197509766,133.71031951904297,87.98357,106.86925,54.542557953648256,140.31025576705485,67.90518188476562,126.9476318359375,62.8292121887207,129.3581085205078,60.32216262817383,131.8651580810547
81,8.0,5.877084,17.201721,-3.5086387674297654,26.58744469089168,-19.3766508102417,42.45545673370361,4.843201,11.685406,-7.272335752473724,23.800942167268644,-21.256921768188477,37.7855281829834,2.458757162094116,16.736007690429688,-0.04829239845275879,19.243057250976562
82,9.0,11.803939,23.67007,1.9694319749256657,33.50457849260363,-13.179048538208008,48.653059005737305,9.933405,17.4675,-3.4072700607943425,30.808175669925202,-15.820772171020508,43.22167778015137,7.054731845855713,31.515514373779297,4.547682285308838,34.02256393432617
83,125.0,101.88417,131.46147,77.37086799779888,155.97477409204487,85.75676727294922,147.58887481689453,109.68664,125.65751,81.40691764238312,153.9372290861325,88.15084838867188,147.19329833984375,82.26991271972656,151.4766082763672,79.76286315917969,153.98365783691406
84,58.0,58.94526,79.76531,41.689846869576144,97.02072441948636,38.439231872558594,100.2713394165039,61.093468,77.50373,32.035697565953456,106.56150092037467,39.777374267578125,98.81982421875,37.56431198120117,89.87073516845703,35.0572624206543,92.3777847290039
85,118.0,107.638176,137.15189,83.17757454042584,161.61247978086323,91.47897338867188,153.3110809326172,119.53337,124.67842,110.42298834284018,133.7888036493473,92.58467102050781,151.6271209716797,82.61695861816406,153.11253356933594,80.10990905761719,155.6195831298828
86,89.0,101.716774,130.086,78.20469676248422,153.59808338888297,84.98533630371094,146.81744384765625,103.73156,117.20782,79.86907212571339,141.0703047053413,80.9484634399414,139.99091339111328,75.60336303710938,144.25552368164062,73.0963134765625,146.7625732421875
87,116.0,95.467514,124.7688,71.18296469628987,149.05334816992107,79.20210266113281,141.03421020507812,105.95106,120.82522,79.61327235121409,147.16300328355152,83.86691284179688,142.90936279296875,77.62933349609375,142.87368774414062,75.12228393554688,145.3807373046875
88,115.0,103.778015,133.20554,79.38884467854119,157.59470634684942,87.57572174072266,149.40782928466797,111.41913,125.898346,85.78068774812274,151.53678661711163,89.13751220703125,148.17996215820312,79.46224975585938,148.495849609375,76.9552001953125,151.00289916992188
89,125.0,103.70983,132.24652,80.05896543310409,155.89739443017714,87.06212615966797,148.89423370361328,108.84921,121.354675,86.70569969038297,143.49818824907015,85.58071899414062,144.6231689453125,80.8691635131836,151.0991668701172,78.36211395263672,153.60621643066406
90,28.0,30.994926,46.639328,18.029033667841794,59.60522078772461,7.901073455810547,69.73318099975586,21.434671,39.246315,-10.104530076364576,70.78551838813215,0.8192691802978516,59.86171913146973,19.301530838012695,57.44986343383789,16.79448127746582,59.956912994384766
91,38.0,14.01473,29.051577,1.5523754779258958,41.5139315899452,-9.38290023803711,52.4492073059082,18.697292,28.54327,1.2629481008603385,45.9776143381045,-5.900943756103516,53.14150619506836,10.73034954071045,40.275390625,8.223299980163574,42.782440185546875
92,20.0,14.960787,26.81706,5.134452286533863,36.6433950035052,-10.027130126953125,51.80497741699219,19.018639,23.092167,11.805618474558123,30.305187036916486,-8.465822219848633,50.57662773132324,8.437403678894043,35.36693572998047,5.930354118347168,37.873985290527344
93,85.0,33.357708,48.457104,20.84351331545653,60.971298391086435,9.991352081298828,71.82345962524414,38.455864,55.943207,7.49091609800201,86.90815464174409,17.67831039428711,76.72076034545898,25.57120704650879,69.45381927490234,23.064157485961914,71.96086883544922
94,55.0,43.895298,62.41344,28.547689058801208,77.76104964969488,22.23831558227539,84.0704231262207,52.728836,64.612885,31.68566553667357,85.65605504438112,29.149635314941406,88.19208526611328,32.693599700927734,82.585693359375,30.18655014038086,85.09274291992188
95,125.0,83.083176,108.52843,61.99446110459907,129.61714167860407,64.8897476196289,126.72185516357422,92.737434,106.00001,69.25330645478662,129.48413556181495,69.84749603271484,128.88994598388672,60.588565826416016,122.7928466796875,58.08151626586914,125.29989624023438
96,125.0,94.36228,123.0942,70.54961877635503,146.90686315723872,77.81218719482422,139.64429473876953,106.35425,117.302826,86.96751613598855,136.68955783862083,82.30731201171875,141.34976196289062,78.11167907714844,145.1763916015625,75.60462951660156,147.68344116210938
97,82.0,78.78807,102.474625,59.156949248305,122.105746064195,59.715293884277344,121.54740142822266,87.92802,95.38883,74.71710993328644,108.59973882159638,62.13719940185547,121.17964935302734,74.0130615234375,141.85546875,71.50601196289062,144.36251831054688
98,59.0,62.672714,83.91516,45.06723336719499,101.52064199901595,42.37788391113281,104.20999145507812,69.54163,79.26186,52.32997088687114,96.47352642758199,44.880523681640625,103.9229736328125,46.09183883666992,104.8408203125,43.58478927612305,107.34786987304688
99,117.0,98.31338,129.31161,72.62241514941911,155.00256959179183,82.89643859863281,144.72854614257812,102.67478,124.86425,63.38372512135256,164.1553068610693,84.248291015625,143.29074096679688,72.81068420410156,136.40048217773438,70.30363464355469,138.90753173828125
100,20.0,11.545923,25.376654,0.08318203903525401,36.839394865261625,-12.454765319824219,49.377342224121094,15.716627,23.03308,2.761336518775071,35.98836974953548,-10.146371841430664,48.89607810974121,9.262422561645508,32.21842575073242,6.755373001098633,34.7254753112793
